customer_id,year_month,total,label
12527,2011-12,0.0,0
12528,2011-12,0.0,0
12529,2011-12,0.0,0
12530,2011-12,0.0,0
12531,2011-12,0.0,0
12532,2011-12,0.0,0
12533,2011-12,0.0,0
12534,2011-12,0.0,0
12535,2011-12,0.0,0
12536,2011-12,-285.2685,0
12537,2011-12,0.0,0
12538,2011-12,0.0,0
12539,2011-12,0.0,0
12540,2011-12,0.0,0
12541,2011-12,0.0,0
12542,2011-12,0.0,0
12543,2011-12,0.0,0
12544,2011-12,0.0,0
12545,2011-12,0.0,0
12546,2011-12,0.0,0
12547,2011-12,0.0,0
12548,2011-12,0.0,0
12549,2011-12,0.0,0
12550,2011-12,0.0,0
12551,2011-12,0.0,0
12552,2011-12,0.0,0
12553,2011-12,457.08299999999997,1
12554,2011-12,0.0,0
12555,2011-12,0.0,0
12556,2011-12,0.0,0
12557,2011-12,0.0,0
12559,2011-12,0.0,0
12560,2011-12,1151.205,1
12561,2011-12,0.0,0
12562,2011-12,1079.7105,1
12563,2011-12,0.0,0
12564,2011-12,0.0,0
12565,2011-12,0.0,0
12566,2011-12,0.0,0
12567,2011-12,0.0,0
12568,2011-12,0.0,0
12569,2011-12,1146.7830000000001,1
12570,2011-12,0.0,0
12571,2011-12,0.0,0
12572,2011-12,804.6720000000001,1
12573,2011-12,0.0,0
12574,2011-12,0.0,0
12575,2011-12,0.0,0
12576,2011-12,0.0,0
12577,2011-12,0.0,0
12578,2011-12,0.0,0
12579,2011-12,0.0,0
12580,2011-12,0.0,0
12581,2011-12,0.0,0
12582,2011-12,0.0,0
12583,2011-12,1146.3705,1
12584,2011-12,330.74249999999995,1
12585,2011-12,0.0,0
12586,2011-12,0.0,0
12588,2011-12,0.0,0
12589,2011-12,0.0,0
12590,2011-12,0.0,0
12591,2011-12,0.0,0
12592,2011-12,0.0,0
12593,2011-12,0.0,0
12594,2011-12,0.0,0
12595,2011-12,0.0,0
12596,2011-12,0.0,0
12597,2011-12,0.0,0
12598,2011-12,0.0,0
12599,2011-12,0.0,0
12600,2011-12,0.0,0
12601,2011-12,0.0,0
12602,2011-12,0.0,0
12603,2011-12,0.0,0
12604,2011-12,0.0,0
12605,2011-12,0.0,0
12606,2011-12,0.0,0
12607,2011-12,0.0,0
12608,2011-12,0.0,0
12609,2011-12,0.0,0
12610,2011-12,0.0,0
12611,2011-12,0.0,0
12612,2011-12,0.0,0
12613,2011-12,0.0,0
12614,2011-12,0.0,0
12615,2011-12,697.7024999999999,1
12616,2011-12,0.0,0
12617,2011-12,0.0,0
12618,2011-12,0.0,0
12619,2011-12,0.0,0
12620,2011-12,0.0,0
12621,2011-12,1960.5299999999997,1
12622,2011-12,0.0,0
12623,2011-12,0.0,0
12624,2011-12,0.0,0
12625,2011-12,0.0,0
12626,2011-12,0.0,0
12627,2011-12,0.0,0
12628,2011-12,355.16249999999997,1
12629,2011-12,0.0,0
12630,2011-12,0.0,0
12631,2011-12,0.0,0
12632,2011-12,0.0,0
12633,2011-12,0.0,0
12634,2011-12,0.0,0
12635,2011-12,0.0,0
12636,2011-12,0.0,0
12637,2011-12,0.0,0
12638,2011-12,0.0,0
12639,2011-12,0.0,0
12640,2011-12,0.0,0
12641,2011-12,0.0,0
12642,2011-12,0.0,0
12643,2011-12,0.0,0
12644,2011-12,0.0,0
12645,2011-12,0.0,0
12646,2011-12,1015.212,1
12647,2011-12,0.0,0
12648,2011-12,0.0,0
12649,2011-12,0.0,0
12651,2011-12,0.0,0
12652,2011-12,0.0,0
12653,2011-12,0.0,0
12654,2011-12,0.0,0
12655,2011-12,0.0,0
12656,2011-12,0.0,0
12657,2011-12,0.0,0
12658,2011-12,0.0,0
12659,2011-12,0.0,0
12660,2011-12,0.0,0
12661,2011-12,0.0,0
12662,2011-12,371.1675,1
12663,2011-12,0.0,0
12664,2011-12,1468.5,1
12665,2011-12,0.0,0
12666,2011-12,0.0,0
12667,2011-12,0.0,0
12668,2011-12,-48.1305,0
12669,2011-12,0.0,0
12670,2011-12,0.0,0
12671,2011-12,0.0,0
12672,2011-12,0.0,0
12673,2011-12,642.873,1
12674,2011-12,0.0,0
12675,2011-12,0.0,0
12676,2011-12,0.0,0
12677,2011-12,0.0,0
12678,2011-12,0.0,0
12679,2011-12,0.0,0
12680,2011-12,441.29249999999996,1
12681,2011-12,0.0,0
12682,2011-12,1050.4395,1
12683,2011-12,1315.842,1
12684,2011-12,296.01,0
12685,2011-12,0.0,0
12686,2011-12,0.0,0
12687,2011-12,0.0,0
12688,2011-12,0.0,0
12689,2011-12,0.0,0
12690,2011-12,0.0,0
12691,2011-12,0.0,0
12692,2011-12,0.0,0
12693,2011-12,0.0,0
12694,2011-12,0.0,0
12695,2011-12,140.415,0
12696,2011-12,0.0,0
12697,2011-12,0.0,0
12698,2011-12,0.0,0
12699,2011-12,0.0,0
12700,2011-12,2109.9374999999995,1
12701,2011-12,0.0,0
12702,2011-12,0.0,0
12703,2011-12,0.0,0
12704,2011-12,327.954,1
12705,2011-12,0.0,0
12706,2011-12,0.0,0
12707,2011-12,0.0,0
12708,2011-12,0.0,0
12709,2011-12,-2.7224999999999997,0
12710,2011-12,0.0,0
12711,2011-12,0.0,0
12712,2011-12,0.0,0
12714,2011-12,0.0,0
12715,2011-12,0.0,0
12716,2011-12,619.7235,1
12717,2011-12,0.0,0
12718,2011-12,0.0,0
12719,2011-12,596.2275,1
12720,2011-12,631.0755,1
12721,2011-12,0.0,0
12722,2011-12,0.0,0
12723,2011-12,127.512,0
12724,2011-12,343.596,1
12725,2011-12,0.0,0
12726,2011-12,0.0,0
12727,2011-12,0.0,0
12728,2011-12,0.0,0
12729,2011-12,0.0,0
12730,2011-12,0.0,0
12731,2011-12,0.0,0
12732,2011-12,0.0,0
12733,2011-12,0.0,0
12734,2011-12,0.0,0
12735,2011-12,0.0,0
12736,2011-12,0.0,0
12737,2011-12,0.0,0
12738,2011-12,0.0,0
12739,2011-12,0.0,0
12740,2011-12,0.0,0
12741,2011-12,0.0,0
12742,2011-12,0.0,0
12743,2011-12,0.0,0
12744,2011-12,0.0,0
12745,2011-12,0.0,0
12746,2011-12,0.0,0
12747,2011-12,723.525,1
12748,2011-12,1648.3499999999988,1
12749,2011-12,1259.0489999999998,1
12750,2011-12,0.0,0
12751,2011-12,0.0,0
12752,2011-12,0.0,0
12753,2011-12,-192.93449999999999,0
12754,2011-12,0.0,0
12755,2011-12,0.0,0
12756,2011-12,0.0,0
12757,2011-12,0.0,0
12758,2011-12,0.0,0
12759,2011-12,0.0,0
12760,2011-12,0.0,0
12761,2011-12,0.0,0
12762,2011-12,2370.9345000000008,1
12763,2011-12,0.0,0
12764,2011-12,0.0,0
12765,2011-12,0.0,0
12766,2011-12,1185.4095,1
12767,2011-12,0.0,0
12768,2011-12,0.0,0
12769,2011-12,0.0,0
12770,2011-12,0.0,0
12771,2011-12,0.0,0
12772,2011-12,0.0,0
12773,2011-12,0.0,0
12774,2011-12,0.0,0
12775,2011-12,0.0,0
12776,2011-12,0.0,0
12777,2011-12,0.0,0
12778,2011-12,0.0,0
12779,2011-12,0.0,0
12780,2011-12,0.0,0
12781,2011-12,0.0,0
12782,2011-12,416.21249999999986,1
12783,2011-12,660.957,1
12784,2011-12,0.0,0
12785,2011-12,-10.296,0
12786,2011-12,0.0,0
12787,2011-12,0.0,0
12788,2011-12,0.0,0
12789,2011-12,0.0,0
12790,2011-12,0.0,0
12791,2011-12,0.0,0
12792,2011-12,0.0,0
12793,2011-12,0.0,0
12794,2011-12,0.0,0
12795,2011-12,0.0,0
12796,2011-12,0.0,0
12797,2011-12,0.0,0
12798,2011-12,0.0,0
12799,2011-12,0.0,0
12800,2011-12,0.0,0
12801,2011-12,0.0,0
12802,2011-12,0.0,0
12803,2011-12,0.0,0
12804,2011-12,0.0,0
12805,2011-12,0.0,0
12806,2011-12,0.0,0
12807,2011-12,0.0,0
12808,2011-12,0.0,0
12809,2011-12,0.0,0
12810,2011-12,0.0,0
12811,2011-12,0.0,0
12812,2011-12,0.0,0
12813,2011-12,0.0,0
12814,2011-12,0.0,0
12815,2011-12,0.0,0
12816,2011-12,0.0,0
12817,2011-12,0.0,0
12818,2011-12,0.0,0
12819,2011-12,0.0,0
12820,2011-12,347.0775,1
12821,2011-12,0.0,0
12822,2011-12,0.0,0
12823,2011-12,0.0,0
12824,2011-12,0.0,0
12825,2011-12,0.0,0
12826,2011-12,235.28999999999996,0
12827,2011-12,183.89250000000004,0
12828,2011-12,589.7099999999999,1
12829,2011-12,0.0,0
12830,2011-12,0.0,0
12831,2011-12,0.0,0
12832,2011-12,0.0,0
12833,2011-12,0.0,0
12834,2011-12,0.0,0
12835,2011-12,0.0,0
12836,2011-12,0.0,0
12837,2011-12,0.0,0
12838,2011-12,0.0,0
12839,2011-12,1234.0185000000001,1
12840,2011-12,0.0,0
12841,2011-12,249.16650000000004,0
12842,2011-12,0.0,0
12843,2011-12,0.0,0
12844,2011-12,0.0,0
12845,2011-12,0.0,0
12846,2011-12,0.0,0
12847,2011-12,0.0,0
12848,2011-12,0.0,0
12849,2011-12,0.0,0
12850,2011-12,0.0,0
12851,2011-12,0.0,0
12852,2011-12,0.0,0
12853,2011-12,0.0,0
12854,2011-12,0.0,0
12855,2011-12,0.0,0
12856,2011-12,351.615,1
12857,2011-12,0.0,0
12858,2011-12,0.0,0
12859,2011-12,0.0,0
12860,2011-12,0.0,0
12861,2011-12,0.0,0
12862,2011-12,0.0,0
12863,2011-12,0.0,0
12864,2011-12,0.0,0
12865,2011-12,0.0,0
12866,2011-12,0.0,0
12867,2011-12,0.0,0
12868,2011-12,0.0,0
12869,2011-12,0.0,0
12870,2011-12,0.0,0
12871,2011-12,0.0,0
12872,2011-12,0.0,0
12873,2011-12,0.0,0
12874,2011-12,0.0,0
12875,2011-12,0.0,0
12876,2011-12,0.0,0
12877,2011-12,164.439,0
12878,2011-12,0.0,0
12879,2011-12,0.0,0
12880,2011-12,0.0,0
12881,2011-12,0.0,0
12882,2011-12,0.0,0
12883,2011-12,0.0,0
12884,2011-12,0.0,0
12885,2011-12,0.0,0
12886,2011-12,0.0,0
12887,2011-12,0.0,0
12888,2011-12,0.0,0
12889,2011-12,0.0,0
12890,2011-12,0.0,0
12891,2011-12,0.0,0
12892,2011-12,0.0,0
12893,2011-12,0.0,0
12894,2011-12,0.0,0
12895,2011-12,0.0,0
12896,2011-12,0.0,0
12897,2011-12,0.0,0
12898,2011-12,0.0,0
12899,2011-12,0.0,0
12900,2011-12,0.0,0
12901,2011-12,1287.0,1
12902,2011-12,0.0,0
12903,2011-12,0.0,0
12904,2011-12,0.0,0
12905,2011-12,0.0,0
12906,2011-12,0.0,0
12907,2011-12,0.0,0
12908,2011-12,0.0,0
12909,2011-12,0.0,0
12910,2011-12,0.0,0
12911,2011-12,0.0,0
12912,2011-12,1326.9959999999999,1
12913,2011-12,882.915,1
12914,2011-12,0.0,0
12915,2011-12,0.0,0
12916,2011-12,0.0,0
12917,2011-12,0.0,0
12918,2011-12,0.0,0
12919,2011-12,475.0350000000001,1
12920,2011-12,0.0,0
12921,2011-12,-61.545,0
12922,2011-12,0.0,0
12923,2011-12,0.0,0
12924,2011-12,0.0,0
12925,2011-12,537.4709999999999,1
12926,2011-12,0.0,0
12927,2011-12,0.0,0
12928,2011-12,0.0,0
12929,2011-12,0.0,0
12930,2011-12,0.0,0
12931,2011-12,0.0,0
12932,2011-12,0.0,0
12933,2011-12,0.0,0
12934,2011-12,0.0,0
12935,2011-12,567.237,1
12936,2011-12,0.0,0
12937,2011-12,0.0,0
12938,2011-12,0.0,0
12939,2011-12,0.0,0
12940,2011-12,0.0,0
12941,2011-12,0.0,0
12942,2011-12,0.0,0
12943,2011-12,0.0,0
12944,2011-12,0.0,0
12945,2011-12,0.0,0
12946,2011-12,0.0,0
12947,2011-12,0.0,0
12948,2011-12,0.0,0
12949,2011-12,0.0,0
12950,2011-12,2526.8100000000004,1
12951,2011-12,515.2785,1
12952,2011-12,491.25449999999984,1
12953,2011-12,0.0,0
12954,2011-12,0.0,0
12955,2011-12,1331.913,1
12956,2011-12,0.0,0
12957,2011-12,-16.334999999999997,0
12958,2011-12,0.0,0
12959,2011-12,0.0,0
12960,2011-12,0.0,0
12961,2011-12,0.0,0
12962,2011-12,158.15249999999997,0
12963,2011-12,436.6725,1
12964,2011-12,0.0,0
12965,2011-12,0.0,0
12966,2011-12,0.0,0
12967,2011-12,-719.73,0
12968,2011-12,0.0,0
12969,2011-12,0.0,0
12970,2011-12,629.7554999999999,1
12971,2011-12,267.135,0
12972,2011-12,0.0,0
12973,2011-12,0.0,0
12974,2011-12,0.0,0
12975,2011-12,0.0,0
12976,2011-12,0.0,0
12977,2011-12,0.0,0
12978,2011-12,0.0,0
12979,2011-12,0.0,0
12980,2011-12,0.0,0
12981,2011-12,0.0,0
12982,2011-12,0.0,0
12983,2011-12,0.0,0
12984,2011-12,0.0,0
12985,2011-12,761.0460000000003,1
12986,2011-12,0.0,0
12987,2011-12,0.0,0
12988,2011-12,0.0,0
12989,2011-12,112.08449999999998,0
12990,2011-12,0.0,0
12991,2011-12,0.0,0
12992,2011-12,0.0,0
12993,2011-12,0.0,0
12994,2011-12,542.7675,1
12995,2011-12,0.0,0
12996,2011-12,0.0,0
12997,2011-12,0.0,0
12998,2011-12,0.0,0
12999,2011-12,0.0,0
13000,2011-12,0.0,0
13001,2011-12,975.1665,1
13002,2011-12,0.0,0
13003,2011-12,0.0,0
13004,2011-12,0.0,0
13005,2011-12,0.0,0
13006,2011-12,0.0,0
13007,2011-12,0.0,0
13008,2011-12,0.0,0
13009,2011-12,0.0,0
13010,2011-12,0.0,0
13011,2011-12,0.0,0
13012,2011-12,0.0,0
13013,2011-12,486.91499999999996,1
13014,2011-12,-18.479999999999997,0
13015,2011-12,0.0,0
13016,2011-12,0.0,0
13018,2011-12,0.0,0
13019,2011-12,0.0,0
13020,2011-12,0.0,0
13021,2011-12,503.9595,1
13022,2011-12,0.0,0
13023,2011-12,0.0,0
13024,2011-12,0.0,0
13025,2011-12,0.0,0
13026,2011-12,330.858,1
13027,2011-12,0.0,0
13028,2011-12,0.0,0
13029,2011-12,0.0,0
13030,2011-12,0.0,0
13031,2011-12,0.0,0
13032,2011-12,0.0,0
13033,2011-12,0.0,0
13034,2011-12,0.0,0
13035,2011-12,0.0,0
13036,2011-12,0.0,0
13037,2011-12,0.0,0
13038,2011-12,0.0,0
13039,2011-12,0.0,0
13040,2011-12,616.671,1
13041,2011-12,0.0,0
13042,2011-12,0.0,0
13043,2011-12,0.0,0
13044,2011-12,0.0,0
13045,2011-12,0.0,0
13046,2011-12,0.0,0
13047,2011-12,0.0,0
13048,2011-12,0.0,0
13049,2011-12,0.0,0
13050,2011-12,0.0,0
13051,2011-12,0.0,0
13052,2011-12,0.0,0
13053,2011-12,0.0,0
13054,2011-12,0.0,0
13055,2011-12,0.0,0
13056,2011-12,0.0,0
13057,2011-12,0.0,0
13058,2011-12,0.0,0
13059,2011-12,0.0,0
13060,2011-12,0.0,0
13061,2011-12,0.0,0
13062,2011-12,0.0,0
13063,2011-12,0.0,0
13064,2011-12,0.0,0
13065,2011-12,0.0,0
13066,2011-12,0.0,0
13067,2011-12,0.0,0
13068,2011-12,0.0,0
13069,2011-12,462.396,1
13070,2011-12,0.0,0
13071,2011-12,0.0,0
13072,2011-12,0.0,0
13073,2011-12,0.0,0
13074,2011-12,0.0,0
13075,2011-12,0.0,0
13076,2011-12,0.0,0
13077,2011-12,250.51950000000005,0
13078,2011-12,1362.2234999999998,1
13079,2011-12,49.5,0
13080,2011-12,0.0,0
13081,2011-12,-26.152499999999996,0
13082,2011-12,0.0,0
13083,2011-12,183.74399999999997,0
13084,2011-12,0.0,0
13085,2011-12,0.0,0
13086,2011-12,0.0,0
13087,2011-12,0.0,0
13088,2011-12,0.0,0
13089,2011-12,7724.672999999999,1
13090,2011-12,586.3769999999998,1
13091,2011-12,0.0,0
13092,2011-12,0.0,0
13093,2011-12,0.0,0
13094,2011-12,0.0,0
13095,2011-12,0.0,0
13096,2011-12,0.0,0
13097,2011-12,0.0,0
13098,2011-12,3862.3695,1
13099,2011-12,0.0,0
13100,2011-12,0.0,0
13101,2011-12,0.0,0
13102,2011-12,828.5144999999999,1
13103,2011-12,0.0,0
13104,2011-12,560.142,1
13105,2011-12,0.0,0
13106,2011-12,0.0,0
13107,2011-12,0.0,0
13108,2011-12,0.0,0
13109,2011-12,-19.47,0
13110,2011-12,0.0,0
13111,2011-12,0.0,0
13112,2011-12,0.0,0
13113,2011-12,559.68,1
13114,2011-12,0.0,0
13115,2011-12,-27.224999999999998,0
13116,2011-12,0.0,0
13117,2011-12,0.0,0
13118,2011-12,0.0,0
13119,2011-12,0.0,0
13120,2011-12,0.0,0
13121,2011-12,0.0,0
13122,2011-12,0.0,0
13123,2011-12,0.0,0
13124,2011-12,0.0,0
13125,2011-12,0.0,0
13126,2011-12,609.5759999999998,1
13127,2011-12,0.0,0
13128,2011-12,0.0,0
13129,2011-12,0.0,0
13130,2011-12,0.0,0
13131,2011-12,0.0,0
13132,2011-12,0.0,0
13133,2011-12,0.0,0
13134,2011-12,0.0,0
13135,2011-12,0.0,0
13136,2011-12,0.0,0
13137,2011-12,0.0,0
13138,2011-12,0.0,0
13139,2011-12,0.0,0
13140,2011-12,0.0,0
13141,2011-12,0.0,0
13142,2011-12,0.0,0
13143,2011-12,0.0,0
13144,2011-12,0.0,0
13145,2011-12,0.0,0
13146,2011-12,0.0,0
13147,2011-12,0.0,0
13148,2011-12,0.0,0
13149,2011-12,0.0,0
13150,2011-12,0.0,0
13151,2011-12,0.0,0
13152,2011-12,0.0,0
13154,2011-12,0.0,0
13155,2011-12,0.0,0
13156,2011-12,0.0,0
13157,2011-12,0.0,0
13158,2011-12,0.0,0
13159,2011-12,466.22400000000005,1
13160,2011-12,0.0,0
13161,2011-12,0.0,0
13162,2011-12,0.0,0
13163,2011-12,0.0,0
13164,2011-12,0.0,0
13165,2011-12,0.0,0
13166,2011-12,0.0,0
13167,2011-12,0.0,0
13168,2011-12,0.0,0
13169,2011-12,0.0,0
13170,2011-12,0.0,0
13171,2011-12,-34.32,0
13172,2011-12,0.0,0
13173,2011-12,309.7215,1
13174,2011-12,0.0,0
13175,2011-12,0.0,0
13176,2011-12,0.0,0
13177,2011-12,0.0,0
13178,2011-12,0.0,0
13179,2011-12,0.0,0
13180,2011-12,0.0,0
13181,2011-12,0.0,0
13182,2011-12,0.0,0
13183,2011-12,707.9489999999998,1
13184,2011-12,0.0,0
13185,2011-12,0.0,0
13186,2011-12,0.0,0
13187,2011-12,0.0,0
13188,2011-12,0.0,0
13189,2011-12,0.0,0
13190,2011-12,0.0,0
13191,2011-12,0.0,0
13192,2011-12,0.0,0
13193,2011-12,0.0,0
13194,2011-12,0.0,0
13195,2011-12,0.0,0
13196,2011-12,0.0,0
13197,2011-12,0.0,0
13198,2011-12,0.0,0
13199,2011-12,1059.003,1
13200,2011-12,0.0,0
13201,2011-12,0.0,0
13202,2011-12,0.0,0
13203,2011-12,0.0,0
13204,2011-12,0.0,0
13205,2011-12,0.0,0
13206,2011-12,0.0,0
13207,2011-12,0.0,0
13208,2011-12,0.0,0
13209,2011-12,0.0,0
13210,2011-12,0.0,0
13211,2011-12,0.0,0
13212,2011-12,0.0,0
13213,2011-12,0.0,0
13214,2011-12,0.0,0
13215,2011-12,0.0,0
13216,2011-12,0.0,0
13217,2011-12,0.0,0
13218,2011-12,0.0,0
13219,2011-12,0.0,0
13220,2011-12,0.0,0
13221,2011-12,0.0,0
13222,2011-12,0.0,0
13223,2011-12,0.0,0
13224,2011-12,0.0,0
13225,2011-12,2249.2799999999997,1
13226,2011-12,0.0,0
13227,2011-12,0.0,0
13228,2011-12,0.0,0
13229,2011-12,0.0,0
13230,2011-12,644.6714999999998,1
13231,2011-12,0.0,0
13232,2011-12,0.0,0
13233,2011-12,0.0,0
13234,2011-12,0.0,0
13235,2011-12,0.0,0
13236,2011-12,0.0,0
13237,2011-12,0.0,0
13238,2011-12,0.0,0
13239,2011-12,0.0,0
13240,2011-12,0.0,0
13241,2011-12,0.0,0
13242,2011-12,0.0,0
13243,2011-12,0.0,0
13244,2011-12,0.0,0
13245,2011-12,0.0,0
13246,2011-12,0.0,0
13247,2011-12,0.0,0
13248,2011-12,0.0,0
13249,2011-12,0.0,0
13250,2011-12,0.0,0
13251,2011-12,0.0,0
13252,2011-12,0.0,0
13253,2011-12,0.0,0
13254,2011-12,0.0,0
13255,2011-12,-14.6025,0
13256,2011-12,0.0,0
13257,2011-12,0.0,0
13258,2011-12,0.0,0
13259,2011-12,0.0,0
13260,2011-12,0.0,0
13261,2011-12,0.0,0
13262,2011-12,0.0,0
13263,2011-12,567.9299999999995,1
13264,2011-12,0.0,0
13265,2011-12,0.0,0
13266,2011-12,0.0,0
13267,2011-12,472.2299999999999,1
13268,2011-12,0.0,0
13269,2011-12,550.5719999999999,1
13270,2011-12,0.0,0
13271,2011-12,0.0,0
13272,2011-12,0.0,0
13273,2011-12,0.0,0
13274,2011-12,0.0,0
13275,2011-12,0.0,0
13276,2011-12,0.0,0
13277,2011-12,0.0,0
13278,2011-12,0.0,0
13279,2011-12,0.0,0
13280,2011-12,0.0,0
13281,2011-12,0.0,0
13282,2011-12,0.0,0
13283,2011-12,0.0,0
13284,2011-12,0.0,0
13285,2011-12,0.0,0
13286,2011-12,0.0,0
13287,2011-12,0.0,0
13288,2011-12,0.0,0
13289,2011-12,0.0,0
13290,2011-12,0.0,0
13291,2011-12,0.0,0
13292,2011-12,0.0,0
13293,2011-12,0.0,0
13294,2011-12,0.0,0
13295,2011-12,0.0,0
13296,2011-12,0.0,0
13297,2011-12,533.808,1
13299,2011-12,0.0,0
13300,2011-12,0.0,0
13301,2011-12,0.0,0
13302,2011-12,0.0,0
13303,2011-12,0.0,0
13304,2011-12,0.0,0
13305,2011-12,351.714,1
13306,2011-12,0.0,0
13307,2011-12,0.0,0
13308,2011-12,0.0,0
13309,2011-12,387.55199999999996,1
13310,2011-12,-27.39,0
13311,2011-12,178.959,0
13312,2011-12,0.0,0
13313,2011-12,0.0,0
13314,2011-12,307.67549999999994,1
13315,2011-12,0.0,0
13316,2011-12,0.0,0
13317,2011-12,0.0,0
13318,2011-12,557.3699999999999,1
13319,2011-12,510.015,1
13320,2011-12,0.0,0
13321,2011-12,0.0,0
13322,2011-12,0.0,0
13323,2011-12,713.7075,1
13324,2011-12,0.0,0
13325,2011-12,0.0,0
13326,2011-12,0.0,0
13327,2011-12,0.0,0
13328,2011-12,0.0,0
13329,2011-12,0.0,0
13330,2011-12,0.0,0
